CLIENT_ID,ACCOUNT_ID,GENDER,BIRTH_DT,ACTIVE,LOAN,COUNTY_ID,SET_SPLIT
823,686,M,19561024,1,0,41,TRAIN
824,687,M,19520905,1,0,27,TRAIN
825,688,M,19770402,1,0,74,TRAIN
826,689,M,19780123,1,0,1,TRAIN
827,690,F,19650904,1,0,10,TEST
829,691,M,19570519,1,0,24,TRAIN
830,692,M,19480827,1,0,69,TEST
831,693,M,19480502,1,0,2,TRAIN
832,694,F,19231223,1,0,67,TRAIN
833,695,M,19600611,1,0,5,TRAIN
834,696,M,19221217,1,0,54,TRAIN
835,697,F,19431020,1,0,28,TRAIN
837,698,M,19741014,1,0,71,TRAIN
839,699,F,19550518,1,0,47,TEST
840,700,M,19370426,1,0,20,TEST
841,701,M,19810210,1,0,69,TRAIN
842,702,F,19330703,1,0,12,TRAIN
843,703,F,19570903,1,0,54,TRAIN
844,704,M,19450114,1,0,22,TEST
846,705,M,19491201,1,0,35,TRAIN
847,706,M,19791225,1,0,49,TEST
849,708,F,19390606,1,0,26,TRAIN
850,709,M,19690921,1,0,19,TEST
851,710,M,19190616,1,0,25,TEST
853,711,M,19490602,1,0,70,TRAIN
854,712,F,19411102,1,0,72,TRAIN
855,713,M,19300128,1,0,58,TRAIN
856,714,M,19190122,1,0,23,TRAIN
857,715,M,19480221,1,0,32,TRAIN
858,716,F,19590329,1,0,47,TRAIN
859,717,F,19680729,1,0,1,TRAIN
861,718,F,19560913,1,1,1,TRAIN
862,719,M,19520105,1,0,30,TRAIN
863,720,F,19681129,1,0,54,TEST
864,721,M,19530327,1,0,11,TRAIN
866,722,F,19751124,1,0,38,TRAIN
870,725,M,19570506,1,0,70,TEST
871,726,M,19740311,1,0,76,TRAIN
872,727,M,19630222,1,0,35,TRAIN
873,728,M,19440105,1,0,60,TRAIN
874,729,F,19520905,1,0,14,TRAIN
876,730,M,19601125,1,0,1,TRAIN
877,731,F,19270121,1,0,5,TRAIN
879,732,F,19431208,1,0,38,TRAIN
880,733,M,19600217,1,0,49,TRAIN
881,734,F,19750222,1,0,5,TRAIN
882,735,F,19330909,1,0,70,TEST
883,736,F,19200106,1,0,75,TRAIN
885,737,M,19230208,1,0,34,TRAIN
886,738,M,19480202,1,0,34,TRAIN
887,739,F,19731128,1,0,66,TRAIN
888,740,M,19731026,1,0,28,TEST
889,741,F,19811024,1,0,54,TEST
890,742,M,19190330,1,0,77,TEST
891,743,M,19310131,1,0,33,TRAIN
892,744,F,19220524,1,0,42,TRAIN
893,745,F,19351023,1,0,43,TRAIN
894,746,M,19340818,1,0,75,TRAIN
895,747,M,19700703,1,0,39,TRAIN
896,748,F,19730424,1,0,36,TRAIN
898,749,F,19430427,1,0,38,TEST
900,750,M,19770410,1,0,73,TRAIN
901,751,M,19191221,1,0,39,TRAIN
902,752,M,19500815,1,0,23,TEST
903,753,M,19340306,1,0,31,TRAIN
904,754,M,19320208,1,0,1,TRAIN
905,755,M,19401023,1,0,38,TRAIN
906,756,M,19780616,1,0,65,TRAIN
907,757,M,19480311,1,,51,TEST
908,758,F,19610307,1,0,51,TEST
909,759,M,19750907,1,0,23,TEST
910,760,M,19610927,1,0,1,TRAIN
911,761,M,19391128,1,0,43,TRAIN
912,762,M,19201029,1,0,76,TRAIN
913,763,M,19381118,1,0,1,TRAIN
914,764,F,19210119,1,0,1,TEST
915,765,M,19750503,1,0,12,TRAIN
916,766,M,19580629,1,0,3,TRAIN
917,767,F,19730916,1,0,25,TRAIN
918,768,M,19641223,1,0,26,TRAIN
921,770,F,19540213,1,0,7,TRAIN
922,771,F,19720816,1,0,22,TRAIN
924,772,M,19530712,1,0,1,TRAIN
925,773,M,19590813,1,0,54,TEST
926,774,M,19810122,1,0,1,TRAIN
927,775,M,19741026,1,0,1,TRAIN
928,776,F,19511010,1,0,66,TRAIN
929,777,M,19350423,1,0,30,TRAIN
930,778,F,19590825,1,0,68,TRAIN
931,779,M,19680607,1,0,16,TEST
932,780,M,19470927,1,0,3,TRAIN
933,781,F,19780311,1,0,33,TEST
935,782,F,19460517,1,0,42,TRAIN
937,783,M,19311114,1,0,1,TEST
938,784,F,19440807,1,0,59,TRAIN
939,785,M,19520803,1,1,21,TRAIN
940,786,M,19600811,1,0,53,TRAIN
941,787,M,19351005,1,0,10,TRAIN
942,788,F,19310902,1,0,12,TEST
944,789,M,19701218,1,1,39,TEST
946,790,M,19510806,1,1,54,TRAIN
948,791,M,19240422,1,0,49,TRAIN
949,792,M,19760727,1,0,3,TRAIN
950,793,F,19650412,1,0,76,TRAIN
952,794,F,19510501,1,0,63,TEST
953,795,M,19371017,1,0,25,TRAIN
954,796,F,19421020,1,0,1,TRAIN
955,797,M,19700128,1,0,57,TRAIN
956,798,M,19661021,1,0,1,TEST
957,799,F,19411223,1,0,56,TRAIN
959,800,F,19620912,1,0,11,TRAIN
960,801,F,19570413,1,0,16,TRAIN
961,802,F,19311004,1,0,15,TRAIN
962,803,M,19660219,1,0,19,TRAIN
963,804,F,19661217,1,0,64,TRAIN
964,805,F,19531021,1,0,10,TEST
965,806,F,19721201,1,0,13,TRAIN
967,807,M,19790620,1,0,76,TRAIN
968,808,M,19570217,1,1,69,TRAIN
970,809,M,19570329,1,0,36,TRAIN
971,810,F,19190101,1,0,46,TEST
973,811,F,19701006,1,0,14,TRAIN
975,812,F,19590712,1,0,1,TRAIN
976,813,F,19551119,1,1,16,TEST
977,814,F,19260510,1,0,76,TRAIN
978,815,F,19680609,1,0,56,TEST
980,816,M,19610930,1,1,40,TRAIN
981,817,M,19600628,1,1,5,TRAIN
984,819,M,19490703,1,0,20,TEST
986,820,M,19550516,1,0,74,TRAIN
987,821,M,19520520,1,0,60,TEST
988,822,F,19391001,1,0,40,TRAIN
990,823,M,19611224,1,0,71,TRAIN
991,824,M,19410627,1,0,32,TRAIN
992,825,M,19480521,1,1,19,TRAIN
993,826,F,19691031,1,0,44,TRAIN
994,827,M,19710427,1,0,36,TRAIN
996,828,F,19800626,1,0,1,TRAIN
997,829,M,19501111,1,0,59,TRAIN
999,830,F,19660901,1,0,74,TRAIN
1001,831,M,19470414,1,0,44,TRAIN
1002,832,F,19440308,1,,42,TRAIN
1003,833,F,19371031,1,0,31,TRAIN
1004,834,M,19570925,1,0,3,TRAIN
1006,836,F,19420628,1,0,46,TEST
1008,837,M,19560706,1,0,6,TRAIN
1009,838,F,19620427,1,0,33,TRAIN
1011,839,M,19390713,1,0,16,TRAIN
1012,840,F,19660213,1,0,70,TRAIN
1014,841,M,19310208,1,0,1,TEST
1015,842,M,19340313,1,0,62,TRAIN
1017,843,F,19430212,1,0,6,TRAIN
1018,844,M,19450228,1,0,53,TRAIN
1019,845,F,19461222,1,0,14,TRAIN
1020,846,F,19770510,1,1,72,TRAIN
1021,847,M,19770805,1,0,2,TRAIN
1022,848,M,19400723,1,0,31,TRAIN
1023,849,M,19381228,1,0,1,TRAIN
1024,850,M,19560329,1,0,25,TRAIN
1025,851,M,19640708,1,0,15,TRAIN
1026,852,M,19790812,1,0,57,TRAIN
1027,853,F,19401104,1,0,1,TRAIN
1029,854,F,19540316,1,1,1,TEST
1030,855,M,19471011,1,0,1,TRAIN
1031,856,F,19681211,1,0,2,TRAIN
1032,857,F,19381030,1,0,1,TRAIN
1034,858,F,19741111,1,0,52,TRAIN
1035,859,F,19710328,1,0,13,TRAIN
1037,860,F,19651101,1,0,1,TEST
1038,861,F,19610923,1,0,69,TRAIN
1039,862,F,19801011,1,0,70,TEST
1040,863,M,19600617,1,0,1,TEST
1041,864,M,19610705,1,0,72,TRAIN
1042,865,F,19660925,1,0,17,TRAIN
1044,866,F,19710913,1,0,9,TRAIN
1045,867,F,19471224,1,0,60,TEST
1046,868,M,19750824,1,0,1,TRAIN
1047,869,F,19630711,1,0,16,TRAIN
1048,870,F,19741003,1,0,70,TRAIN
1049,871,M,19421111,1,0,1,TRAIN
1050,872,F,19710701,1,0,27,TRAIN
1051,873,F,19710826,1,1,73,TRAIN
1052,874,M,19640311,1,0,56,TRAIN
1055,876,M,19190517,1,0,4,TEST
1056,877,M,19630619,1,0,1,TRAIN
1057,878,M,19390221,1,0,52,TRAIN
1058,879,F,19750801,1,0,9,TRAIN
1059,880,M,19600603,1,0,26,TRAIN
1062,882,M,19750108,1,0,16,TRAIN
1064,883,F,19510203,1,0,1,TRAIN
1065,884,M,19571126,1,0,2,TRAIN
1066,885,M,19401018,1,0,1,TRAIN
1067,886,M,19520514,1,0,1,TRAIN
1068,887,F,19261020,1,0,13,TRAIN
1069,888,F,19380221,1,0,54,TEST
1071,889,M,19250125,1,0,43,TRAIN
1072,890,F,19661208,1,0,60,TRAIN
1073,891,M,19240410,1,0,34,TRAIN
1075,892,F,19340604,1,0,65,TEST
1076,893,F,19790511,1,0,53,TEST
1077,894,M,19200623,1,0,46,TRAIN
1078,895,F,19781215,1,0,24,TRAIN
1079,896,M,19610715,1,0,3,TEST
1080,897,F,19501006,1,0,54,TRAIN
1081,898,M,19701216,1,0,71,TEST
1082,899,M,19670223,1,0,9,TRAIN
1083,900,M,19371215,1,0,48,TRAIN
1085,901,F,19321219,1,0,60,TEST
1086,902,M,19730504,1,0,74,TRAIN
1088,903,F,19690823,1,0,47,TRAIN
1089,904,M,19391209,1,0,1,TRAIN
1090,905,F,19390620,1,0,35,TRAIN
1091,906,F,19400627,1,0,59,TEST
1092,907,F,19620720,1,0,41,TRAIN
1093,908,F,19760728,1,0,62,TRAIN
1094,909,F,19601004,1,,30,TRAIN
1096,910,F,19260303,1,0,1,TRAIN
1098,911,F,19480910,1,0,60,TRAIN
1099,912,F,19791121,1,0,65,TRAIN
1100,913,M,19510704,1,0,59,TRAIN
1101,914,M,19460622,1,0,74,TEST
1102,915,M,19350129,1,1,72,TRAIN
1103,916,M,19510818,1,0,1,TRAIN
1105,917,M,19420103,1,0,56,TRAIN
1107,918,M,19610426,1,0,60,TRAIN
1108,919,F,19551222,1,0,62,TEST
1109,920,F,19310901,1,0,58,TRAIN
1110,921,F,19280324,1,0,10,TEST
1111,922,M,19790604,1,0,61,TRAIN
1112,923,F,19300725,1,0,13,TRAIN
1113,924,M,19760820,1,0,11,TRAIN
1114,925,M,19800618,1,0,59,TRAIN
1115,926,F,19200824,1,0,36,TEST
1116,927,F,19730419,1,0,69,TRAIN
1117,928,F,19761101,1,0,20,TRAIN
1119,929,F,19800105,1,0,54,TRAIN
1120,930,F,19731021,1,0,41,TRAIN
1121,931,M,19390302,1,0,59,TRAIN
1122,932,M,19210218,1,0,20,TRAIN
1124,933,M,19280412,1,0,21,TRAIN
1125,934,F,19340330,1,0,9,TRAIN
1127,935,M,19741112,1,0,23,TRAIN
1128,936,M,19300716,1,,7,TRAIN
1129,937,M,19310924,1,0,43,TRAIN
1130,938,F,19401126,1,1,70,TEST
1131,939,F,19471028,1,0,55,TRAIN
1133,940,F,19580915,1,,37,TEST
1135,941,M,19520721,1,0,8,TRAIN
1136,942,F,19760918,1,0,9,TRAIN
1137,943,F,19770305,1,0,1,TRAIN
1138,944,F,19700930,1,0,70,TRAIN
1140,945,M,19460224,1,0,18,TRAIN
1141,946,F,19410422,1,0,21,TRAIN
1142,947,F,19461119,1,0,59,TRAIN
1145,949,F,19680914,1,0,58,TRAIN
1146,950,M,19651114,1,0,54,TEST
1147,951,M,19300512,1,0,3,TRAIN
1148,952,M,19410515,1,0,41,TRAIN
1150,954,F,19450624,1,0,74,TRAIN
1151,955,M,19730306,1,0,59,TRAIN
1152,956,M,19810312,1,0,74,TRAIN
1153,957,F,19801115,1,0,70,TRAIN
1154,958,M,19240131,1,0,72,TRAIN
1156,959,F,19331111,1,0,1,TEST
1157,960,F,19581230,1,1,4,TEST
1158,961,F,19540821,1,0,1,TRAIN
1159,962,M,19440203,1,0,64,TRAIN
1161,963,M,19730525,1,0,7,TRAIN
1162,964,F,19750219,1,0,26,TRAIN
1163,965,M,19640828,1,0,20,TEST
1164,966,F,19590914,1,0,15,TEST
1165,967,F,19421002,1,0,15,TEST
1166,968,M,19590627,1,0,74,TRAIN
1168,969,M,19780531,1,0,19,TRAIN
1169,970,F,19410124,1,0,18,TRAIN
1170,971,M,19770428,1,0,12,TRAIN
1171,972,F,19740328,1,0,46,TRAIN
1172,973,F,19230613,1,0,54,TRAIN
1174,974,F,19700313,1,0,29,TRAIN
1175,975,M,19251025,1,0,1,TRAIN
1177,976,F,19390621,1,0,77,TRAIN
1178,977,F,19711004,1,0,1,TRAIN
1179,978,F,19301005,1,0,1,TRAIN
1180,979,M,19441006,1,0,21,TEST
1181,980,M,19391112,1,0,1,TRAIN
1182,981,F,19461016,1,0,66,TRAIN
1183,982,M,19421129,1,,54,TRAIN
1186,984,F,19470805,1,0,2,TRAIN
1187,985,F,19610906,1,0,32,TRAIN
1189,986,F,19320215,1,0,74,TEST
1190,987,F,19760412,1,0,15,TRAIN
1192,988,F,19250101,1,0,10,TRAIN
1193,989,M,19260129,1,0,19,TRAIN
1194,990,F,19390614,1,0,17,TRAIN
1195,991,F,19390122,1,0,39,TEST
1196,992,M,19430416,1,0,22,TRAIN
1197,993,F,19661002,1,1,6,TRAIN
1198,994,F,19750217,1,0,72,TEST
1199,995,F,19761024,1,0,64,TRAIN
1200,996,F,19311117,1,0,47,TEST
1201,997,M,19450910,1,0,54,TRAIN
1202,998,F,19801011,1,0,47,TRAIN
1204,1000,F,19741109,1,0,77,TRAIN
1206,1002,M,19570621,1,0,50,TRAIN
1207,1003,F,19390917,1,0,28,TRAIN
1208,1004,F,19750901,1,1,70,TEST
1209,1005,F,19570409,1,0,36,TEST
1210,1006,M,19611012,1,0,6,TRAIN
1211,1007,M,19780714,1,0,1,TRAIN
1212,1008,F,19270919,1,0,13,TRAIN
1213,1009,M,19660428,1,0,1,TRAIN
1214,1010,M,19401115,1,0,61,TRAIN
1215,1011,M,19440506,1,1,45,TRAIN
1216,1012,F,19450612,1,1,65,TRAIN
1217,1013,M,19370417,1,0,59,TRAIN
1218,1014,M,19800527,1,0,74,TRAIN
1219,1015,M,19440731,1,0,1,TRAIN
1220,1016,F,19531216,1,0,40,TRAIN
1221,1017,F,19730518,1,0,14,TRAIN
1222,1018,F,19391130,1,0,7,TEST
1223,1019,F,19550813,1,0,14,TEST
1224,1020,M,19380512,1,0,56,TRAIN
1225,1021,M,19460821,1,0,42,TRAIN
1226,1022,F,19510414,1,0,33,TRAIN
1228,1023,F,19490828,1,0,21,TRAIN
1229,1024,M,19710202,1,0,19,TRAIN
1231,1026,F,19650927,1,0,20,TRAIN
1233,1027,M,19421022,1,0,68,TEST
1234,1028,M,19750115,1,0,23,TRAIN
1236,1029,F,19670428,1,0,26,TEST
1237,1030,M,19231107,1,0,57,TRAIN
1238,1031,M,19350901,1,0,74,TRAIN
1239,1032,F,19760909,1,0,11,TRAIN
1240,1033,F,19760824,1,0,32,TRAIN
1241,1034,F,19421217,1,0,73,TRAIN
1242,1035,F,19440821,1,0,73,TEST
1243,1036,F,19741005,1,0,11,TRAIN
1244,1037,M,19640502,1,0,1,TRAIN
1245,1038,M,19790813,1,0,64,TRAIN
1246,1039,M,19621119,1,0,70,TRAIN
1248,1040,M,19710624,1,0,19,TEST
1250,1042,F,19520801,1,0,43,TEST
1251,1043,M,19590530,1,0,1,TRAIN
1253,1044,F,19670828,1,0,14,TRAIN
1254,1045,F,19390831,1,0,3,TRAIN
1256,1047,F,19551113,1,0,46,TRAIN
1257,1048,F,19280901,1,0,35,TRAIN
1259,1049,M,19660929,1,0,18,TRAIN
1260,1050,F,19450103,1,0,57,TRAIN
1262,1051,M,19520403,1,0,35,TRAIN
1264,1052,F,19761003,1,0,61,TEST
1265,1053,F,19581221,1,0,57,TRAIN
1266,1054,F,19521124,1,0,71,TRAIN
1267,1055,F,19540211,1,0,29,TEST
1269,1056,F,19481231,1,0,1,TRAIN
1270,1057,M,19300516,1,0,13,TRAIN
1271,1058,M,19351129,1,0,47,TRAIN
1272,1059,M,19440415,1,0,8,TRAIN
1273,1060,M,19780615,1,0,6,TRAIN
1274,1061,M,19760125,1,0,44,TRAIN
1275,1062,F,19511010,1,0,1,TRAIN
1276,1063,F,19420426,1,0,68,TRAIN
1277,1064,M,19310407,1,0,70,TRAIN
1278,1065,M,19780912,1,0,72,TEST
1279,1066,M,19560711,1,0,16,TRAIN
1280,1067,M,19520508,1,0,34,TRAIN
1282,1068,M,19361127,1,1,52,TEST
1283,1069,F,19390209,1,0,66,TEST
1285,1070,M,19391126,1,0,62,TRAIN
1286,1071,F,19500313,1,1,52,TRAIN
1287,1072,F,19440809,1,0,65,TRAIN
1288,1073,M,19720520,1,0,73,TRAIN
1289,1074,M,19460918,1,0,59,TRAIN
1290,1075,M,19760129,1,0,35,TRAIN
1291,1076,F,19640418,1,0,1,TEST
1292,1077,M,19770428,1,0,14,TRAIN
1293,1078,M,19270129,1,0,1,TEST
1295,1079,F,19440209,1,0,74,TRAIN
1296,1080,F,19590801,1,0,55,TRAIN
1297,1081,F,19180128,1,0,64,TRAIN
1299,1082,F,19201016,1,0,2,TEST
1300,1083,M,19791027,1,1,45,TRAIN
1303,1085,F,19400816,1,0,42,TRAIN
1304,1086,M,19360728,1,0,37,TEST
1305,1087,F,19450428,1,0,55,TEST
1306,1088,F,19221008,1,0,32,TRAIN
1307,1089,M,19530408,1,0,74,TEST
1308,1090,M,19540218,1,0,69,TRAIN
1309,1091,M,19750617,1,0,1,TRAIN
1310,1092,F,19770924,1,0,41,TEST
1311,1093,F,19561218,1,1,54,TRAIN
1312,1094,F,19350403,1,0,35,TRAIN
1313,1095,M,19701120,1,0,54,TRAIN
1315,1096,M,19230226,1,0,34,TRAIN
1316,1097,F,19461113,1,0,67,TRAIN
1318,1098,M,19310310,1,0,47,TRAIN
1321,1100,F,19771109,1,0,35,TRAIN
1322,1101,F,19450922,1,0,4,TRAIN
1323,1102,M,19440106,1,0,70,TRAIN
1324,1103,F,19560807,1,0,66,TRAIN
1325,1104,M,19450919,1,0,39,TRAIN
1326,1105,F,19560512,1,0,55,TRAIN
1327,1106,F,19631231,1,1,20,TRAIN
1328,1107,F,19370605,1,0,42,TRAIN
1330,1109,M,19680917,1,0,66,TRAIN
1331,1110,M,19631124,1,0,54,TRAIN
1332,1111,F,19571127,1,0,5,TEST
1333,1112,M,19490420,1,0,48,TEST
1334,1113,M,19780206,1,0,8,TRAIN
1335,1114,F,19610125,1,0,1,TRAIN
1337,1115,F,19790329,1,0,56,TRAIN
1339,1116,M,19590504,1,,22,TEST
1340,1117,F,19390320,1,0,68,TRAIN
1341,1118,F,19620617,1,0,69,TRAIN
1343,1120,F,19390816,1,0,1,TRAIN
1345,1121,M,19680522,1,0,32,TRAIN
1346,1122,M,19540829,1,0,13,TEST
1347,1123,M,19700306,1,0,13,TEST
1349,1124,F,19680107,1,0,26,TRAIN
1350,1125,M,19590428,1,0,1,TRAIN
1352,1126,F,19710401,1,0,54,TRAIN
1353,1127,M,19590213,1,0,27,TRAIN
1354,1128,M,19210114,1,0,64,TRAIN
1355,1129,F,19760201,1,0,35,TRAIN
1356,1130,M,19320918,1,0,1,TRAIN
1359,1132,F,19510904,1,0,1,TRAIN
1361,1133,F,19220929,1,0,1,TRAIN
1363,1134,F,19791227,1,0,6,TRAIN
1364,1135,M,19331228,1,0,1,TRAIN
1366,1136,F,19800302,1,0,12,TRAIN
1367,1137,F,19651027,1,0,60,TRAIN
1369,1138,M,19781023,1,0,41,TRAIN
1370,1139,F,19650111,1,0,34,TRAIN
1371,1140,F,19481022,1,0,49,TRAIN
1372,1141,F,19761207,1,0,28,TRAIN
1373,1142,F,19750208,1,0,74,TRAIN
1375,1144,M,19770127,1,0,69,TRAIN
1376,1145,M,19580903,1,0,18,TRAIN
1378,1146,F,19411125,1,0,74,TEST
1380,1147,F,19530729,1,0,44,TRAIN
1382,1149,F,19791123,1,0,18,TRAIN
1383,1150,M,19821005,1,0,29,TRAIN
1384,1151,F,19530424,1,0,40,TRAIN
1385,1152,M,19530830,1,0,22,TRAIN
1387,1153,F,19770222,1,0,1,TRAIN
1388,1154,F,19620906,1,0,5,TRAIN
1389,1155,F,19270304,1,0,43,TRAIN
1390,1156,F,19790527,1,0,59,TEST
1391,1157,M,19651122,1,0,41,TEST
1392,1158,M,19320206,1,0,50,TRAIN
1394,1159,F,19420822,1,0,49,TRAIN
1396,1160,F,19460314,1,0,39,TEST
1397,1161,F,19211225,1,0,66,TRAIN
1401,1164,M,19810724,1,0,35,TRAIN
1402,1165,M,19361125,1,0,44,TRAIN
1406,1168,F,19481112,1,0,29,TRAIN
1408,1169,M,19690807,1,0,49,TRAIN
1409,1170,M,19510430,1,0,25,TRAIN
1410,1171,M,19440203,1,0,18,TRAIN
1412,1172,M,19791105,1,0,6,TRAIN
1413,1173,F,19690716,1,0,11,TRAIN
1414,1174,F,19741113,1,0,70,TRAIN
1416,1176,M,19271202,1,0,19,TRAIN
1417,1177,F,19661112,1,0,27,TRAIN
1418,1178,F,19740616,1,0,41,TRAIN
1419,1179,F,19180125,1,0,74,TRAIN
1421,1180,F,19560210,1,0,20,TRAIN
1422,1181,F,19760223,1,0,69,TRAIN
1424,1182,M,19520105,1,0,8,TRAIN
1425,1183,M,19680827,1,0,12,TRAIN
1427,1184,F,19651216,1,0,14,TEST
1428,1185,M,19200423,1,0,12,TRAIN
1430,1186,F,19820529,1,0,64,TRAIN
1431,1187,F,19301108,1,0,55,TRAIN
1432,1188,F,19610817,1,0,16,TEST
1433,1189,F,19590710,1,0,72,TRAIN
1435,1190,M,19530625,1,0,52,TEST
1438,1192,F,19631025,1,0,29,TRAIN
1439,1193,M,19740910,1,0,29,TEST
1440,1194,M,19780117,1,0,1,TRAIN
1441,1195,F,19311205,1,0,42,TRAIN
1443,1196,M,19350125,1,0,29,TRAIN
1445,1197,M,19410724,1,0,68,TRAIN
1446,1198,M,19540729,1,0,70,TRAIN
1448,1199,F,19571009,1,0,50,TRAIN
1449,1200,M,19490629,1,0,41,TRAIN
1450,1201,F,19690317,1,0,61,TRAIN
1452,1203,F,19400528,1,0,72,TRAIN
1453,1204,F,19660329,1,0,29,TRAIN
1454,1205,M,19251003,1,0,73,TEST
1456,1206,M,19280424,1,0,70,TRAIN
1458,1207,M,19380408,1,0,67,TRAIN
1459,1208,M,19760908,1,0,4,TRAIN
1460,1209,F,19330313,1,0,23,TRAIN
1461,1210,M,19691221,1,0,28,TRAIN
1462,1211,M,19410302,1,0,49,TRAIN
1463,1212,F,19360126,1,0,70,TEST
1464,1213,F,19280401,1,0,36,TRAIN
1466,1214,M,19530822,1,0,39,TRAIN
1467,1215,M,19240930,1,,65,TRAIN
1468,1216,F,19400416,1,0,77,TEST
1469,1217,F,19660914,1,0,54,TRAIN
1470,1218,M,19420504,1,0,1,TRAIN
1472,1219,F,19670910,1,0,1,TEST
1473,1220,F,19311206,1,0,1,TRAIN
1474,1221,F,19711215,1,0,45,TRAIN
1475,1222,M,19320331,1,0,19,TRAIN
1476,1223,M,19701130,1,0,70,TRAIN
1478,1225,M,19690821,1,0,4,TRAIN
1479,1226,M,19560622,1,0,1,TEST
1480,1227,M,19430528,1,0,69,TRAIN
1481,1228,F,19331123,1,0,62,TRAIN
1482,1229,F,19500328,1,0,46,TRAIN
1483,1230,F,19510510,1,0,1,TRAIN
1485,1231,M,19780514,1,0,7,TEST
1487,1232,F,19760827,1,0,48,TRAIN
1488,1233,M,19610109,1,0,31,TRAIN
1489,1234,M,19280124,1,0,6,TRAIN
1490,1235,M,19280420,1,0,42,TRAIN
1491,1236,M,19820421,1,0,19,TRAIN
1492,1237,F,19680509,1,0,9,TEST
1493,1238,M,19221229,1,0,1,TEST
1495,1239,F,19310210,1,0,1,TRAIN
1496,1240,F,19420608,1,0,1,TEST
1497,1241,F,19480803,1,0,53,TEST
1499,1242,F,19511129,1,1,74,TRAIN
1500,1243,M,19811212,1,0,1,TRAIN
1501,1244,M,19460122,1,1,68,TEST
1502,1245,M,19730124,1,0,68,TRAIN
1503,1246,M,19220901,1,0,58,TRAIN
1505,1247,F,19710625,1,1,65,TRAIN
1506,1248,M,19310625,1,0,22,TRAIN
1508,1249,F,19540630,1,0,67,TRAIN
1509,1250,F,19420419,1,1,62,TEST
1510,1251,F,19480130,1,0,34,TRAIN
1511,1252,F,19620306,1,1,13,TRAIN
1512,1253,F,19420811,1,0,5,TRAIN
1513,1254,M,19590821,1,0,74,TEST
1514,1255,M,19570802,1,0,68,TRAIN
1517,1257,M,19561002,1,0,66,TRAIN
1518,1258,F,19600728,1,0,3,TRAIN
1520,1259,M,19561105,1,0,72,TRAIN
1521,1260,M,19791010,1,0,5,TRAIN
1522,1261,F,19680514,1,0,52,TRAIN
1523,1262,F,19310830,1,0,29,TRAIN
1524,1263,F,19620113,1,0,30,TRAIN
1525,1264,M,19430309,1,0,1,TRAIN
1527,1265,M,19341218,1,0,49,TRAIN
1528,1266,M,19640320,1,0,57,TRAIN
1529,1267,F,19720620,1,0,43,TRAIN
1530,1268,F,19450806,1,0,74,TRAIN
1531,1269,F,19600628,1,0,52,TEST
1533,1270,M,19601222,1,1,55,TRAIN
1534,1271,F,19521222,1,0,17,TRAIN
1535,1272,M,19361028,1,0,40,TRAIN
1536,1273,F,19671013,1,0,37,TEST
1537,1274,M,19791207,1,0,54,TRAIN
1539,1275,M,19231119,1,0,32,TRAIN
1540,1276,M,19371107,1,0,36,TRAIN
1542,1277,M,19191208,1,0,31,TEST
1546,1279,M,19300413,1,0,28,TRAIN
1548,1280,M,19230304,1,0,70,TRAIN
1550,1281,F,19461121,1,0,8,TRAIN
1554,1284,M,19441215,1,1,55,TEST
1555,1285,M,19500914,1,0,30,TRAIN
1556,1286,M,19500402,1,0,66,TRAIN
1557,1287,F,19591214,1,0,35,TRAIN
1558,1288,F,19270125,1,0,11,TRAIN
1559,1289,M,19401020,1,0,72,TRAIN
1561,1291,F,19230916,1,0,1,TRAIN
1563,1292,M,19780806,1,0,3,TRAIN
1564,1293,F,19470625,1,0,40,TRAIN
1565,1294,M,19600519,1,0,71,TRAIN
1566,1295,F,19661020,1,0,15,TEST
1567,1296,M,19300419,1,0,50,TRAIN
1569,1297,F,19560717,1,0,54,TRAIN
1571,1298,F,19671015,1,0,7,TRAIN
1572,1299,F,19631212,1,0,1,TRAIN
1574,1301,M,19790218,1,0,18,TRAIN
1575,1302,F,19231006,1,0,55,TRAIN
1577,1303,M,19440419,1,0,23,TRAIN
1578,1304,F,19710815,1,0,40,TRAIN
1579,1305,M,19631013,1,0,27,TRAIN
1580,1306,F,19680618,1,0,1,TRAIN
1581,1307,F,19630415,1,0,56,TEST
1582,1308,M,19340214,1,0,54,TRAIN
1584,1310,F,19620129,1,0,1,TRAIN
1585,1311,M,19350720,1,0,60,TRAIN
1587,1312,M,19280505,1,0,23,TEST
1588,1313,M,19501029,1,0,45,TRAIN
1589,1314,F,19511127,1,0,48,TRAIN
1590,1315,F,19400810,1,0,13,TRAIN
1591,1316,F,19530707,1,0,42,TRAIN
1592,1317,M,19280411,1,0,56,TRAIN
1594,1318,M,19390929,1,1,56,TRAIN
1595,1319,F,19541216,1,0,56,TRAIN
1596,1320,F,19781022,1,0,58,TRAIN
1597,1321,M,19560510,1,0,60,TEST
1598,1322,M,19250425,1,0,67,TRAIN
1599,1323,M,19641008,1,0,43,TRAIN
1601,1324,F,19690329,1,0,42,TRAIN
1603,1325,M,19680827,1,0,26,TRAIN
1605,1326,F,19800921,1,0,52,TEST
1606,1327,M,19820902,1,0,65,TRAIN
1607,1328,F,19410526,1,0,8,TRAIN
1608,1329,M,19411111,1,1,53,TRAIN
1610,1330,F,19420423,1,0,68,TRAIN
1611,1331,F,19631202,1,0,59,TRAIN
1613,1332,M,19610115,1,0,50,TRAIN
